username,tweet,label
DokterAri,"Vaksin urung kok wis meriang , pie tho ikii\xf0\x9f\x98\x82'",
HglDonorDarah,haaahhhh efek vaksin moderna iniiiii\xe2\x80\xa6\xe2\x80\xa6 ak biasa bubuk hadep kiri smpe skg blm bsa karna lengen masi sakittt\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9',
punchyourmama,"Dirjen Informasi dan Komunikasi Publik Kementerian Komunikasi dan Informatika, Usman Kansong mengatakan, lancarnya kedatangan vaksin membuat upaya percepatan dan perluasan program vaksinasi jadi lebih optimal. https://t.co/4pZlBdJ2b1'",
eventmalang,RT @VIVAcoid: Daftar Anak yang Tak Direkomendasikan Dapat Vaksin COVID-19 https://t.co/JfqObG1QMR',
B713Prince,"@tubirfess Saya setuju sih vaksin itu hak bagi setiap orang.\nNamanya hak kan boleh diambil boleh tidak.\n\nTAPI,\nKembali lagi.\nKita adalah makhluk sosial.\nAlangkah baiknya segala keputusan yang kita buat itu jangan sampai merugikan diri kita sendiri dan orang lain.'",
Sultonmbarep,"Hingga kini, jumlah vaksin yang telah tiba di Indonesia dalam bentuk bahan baku maupun jadi mencapai 321.629.220 dosis. https://t.co/w7QIOm43Lq'",
Mey_MeynieJT,Segera Vaksin yuk...\n\nVaksinasi dan disiplin prokes adalah KOENTJI untuk mencegah penularan covid 19.\n\n#ImunitasKuatBersamaVaksinasi\n#IkhtiarAtasiPandemi https://t.co/iW7H8Fe8iX',
yayasankankerid,"RT @indoflyer: Sukacita kami maklumkan kepada kita semua. Sesuai dengan SE SatGas CoVid19 No.22 tahun 2021, Anda semua dibenarkan untuk ter\xe2\x80\xa6'",
kompascom,Daftar Anak yang Tak Direkomendasikan Dapat Vaksin COVID-19 https://t.co/JfqObG1QMR',
WaydeeStore,"RT @AbdulAzizlatte: Fix! Ilmuwan Asal Inggris Sebut Bukan Vaksin Covid-19 yang Ciptakan Antibodi Paling Kuat, Melainkan Antibodi dari Hasil\xe2\x80\xa6'",
baeconz_,"Pada pertemuan bilateral ini kami membahas sejumlah isu, khususnya bidang kesehatan, vaksin dan upaya menghadapi pandemi Covid-19. Bapak Presiden menyampaikan apresiasi dan ucapan terima kasih atas kerja sama dan dukungan AS terhadap Indonesia dalam menangani pandemi.'",
stay_hin,"RT @treasuremenfess: teume! MAJU LO SINI RUTO, SENDER UDAH VAKSIN 12619501661x \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/6TyNwIxvZ",
KLinkProduk,"RT @behindcovid19: Analisis menarik dari data VAERS C19 yang menunjukkan 100% kematian vaksin C19 disebabkan oleh hanya 5% dari batch, deng\xe2\x80\xa6'",
ISMKMI_jktraya,"RT @treasuremenfess: teume! MAJU LO SINI RUTO, SENDER UDAH VAKSIN 12619501661x \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/6TyNwIxvZ",
peninggibadaNCP,"skrg badanku agak anget, itu normal kan kalo abis vaksin demam??'",
sapphicsexuaI,"Sukses Selenggarakan Gebyar #vaksin, Polres #Pasaman Diapresiasi. Kunjungi https://t.co/tHEsaA6d9u . #hdp #OLA #polrespasaman #vaksinasi https://t.co/eKgc79ChM5'",
TomoakiAraide_,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
WaydeeStore,HiIMBAUAN \n\nPELAKSANAAN VAKSINASI DI PUSKESRI BINJAI TAPAN KEC. RAHUL TAPAN PADA HARI RABU TANGGAL 3 NOVEMBER 2021 JAM 08.00 WIB\n\nVAKSIN SEHAT - VAKSIN BERMANFAAT\n\n#AyoVaksin\n#TetapPatuhiProkes\n@humaspoldasumbar \n@divisihumaspolri https://t.co/gvyaQUfYIC',
HwiStore,Pengen ngajak berantem orang yang ngeluarin aturan\xc2\xb2 mau ngapa\xc2\xb2in harus ada keterangan vaksin.\nBangsat bikin ribet anjing',
Tanty81792612,"84 Persen Warga Divaksin Lengkap tapi Covid Singapura Melonjak, Menteri Senior Prediksi Angka Kematian tembus 2.000 Jiwa\n\nBukti bahwa vaksin tidak berguna. Ini data ya, para pemuja vaksin jangan ngeyel.\n\nhttps://t.co/rDntsQ6dTt'",
nysahandayani,"Menteri Luar Negeri, Retno Marsudi mengatakan, Indonesia menerima 4 juta dosis Vaksin Sinovac dan Vaksin Astrazeneca sebanyak 134.560 dosis.\n\n#VaksinUntukKita https://t.co/LMCi4jA4FV'",
kankeranakindo1,RT @RafiCounsel: Bodoh punya antivaks.\n\nTak nak amik vaksin duduk jelah dendiam.\n\nIni pergi sebar berita palsu pasal kematian orang lain ka\xe2\x80\xa6',
txtdricindy,tadi vaksin ke 2.. besok libur..',
narasipost,"Kodim 0410/KBL bersama Nakes rumah sakit DKT Bandar Lampung mengelar vaksinasi pelajar dosis 1 dan 2 yang terpusat di Markas Kodim 0410/KBL Jln. Imam Bonjol, Langkapura Bandar Lampung. Setidaknya 500 dosis Vaksin disediakan untuk pelajar dan warga masyarakat pada, Selasa https://t.co/ezvZp8iHMe'",
indraberkata,RT @nungsari: Ulangkaji Bajet 2021. Akta Kumpulan Wang Amanah Negara dipinda utk membolehkan Menteri keluarkan wang utk beli vaksin. Pindaa\xe2\x80\xa6',
newsmerahputih,@Yanua02 @nujopuil omong kosong yang luar biasa yang lupa natural immunity. Ini data: https://t.co/zEdJ02HcME',
Informasikamu,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
lovely_hwi_shop,@Stevaniehuangg Tetaplah berisik wahai netizen... Ayo suarakan untuk hentikan penggunaan PCR dan hapus mandatory vaksin. Hidup normal seperti dulu. Kembali ke fitrahnya jadi manusia sehat akal dan sehat badan. Semangat \xf0\x9f\xa4\x97',
tinuttina,BPOM menyetujui vaksin COVID-19 Sinovac untuk anak 6-11 tahun. IDAI menyarankan rentang pemberian dua dosis vaksin anak diberikan dalam 4 minggu. https://t.co/0O5DCO1B4d',
asskeiji,Beberapa negara bersiap untuk meberikan vaksin COVID-19 untuk anak usia 12 tahun ke bawah. Ini daftarnya: https://t.co/sS66G1KEXt',
Astrid10137480,"RT @jokowi: Saya menyampaikan pernghargaan atas kerja sama dengan Amerika Serikat di bidang kesehatan selama pandemi, dari penerimaan stok\xe2\x80\xa6'",
berita_inspira,"RT @GNFI: Carina Citra Dewi Joe, adalah seorang peneliti asal Indonesia di Jenner Institute Universitas Oxford.\n\nIa menemukan formula vaksi\xe2\x80\xa6'",
berita_inspira,Guys ada kabar baik nih buat warga Pekanbaru.\n\nJadi ada vaksinasi gratis 30rb dosis vaksin covid 19 buat kalian yg lg di kota Pekanbaru. Langsung cek infonya di gambar yaah.\n\n#ImunitasKuatBersamaVaksinasi\n#IkhtiarAtasiPandemi https://t.co/eutSDux3Kd',
eventsurabaya,@UNSfess_ apal pas mau vaksin dan sering login pedulilindungi ntapp',
amiwpablo,"@yourrila dengan cara menunjukkan tiket atau kode booking berstatus lunas (Paid) dan kartu vaksin minimal dosis pertama kepada petugas. Calon penumpang dapat melakukan pemeriksaan dengan memperhitungkan waktunya, |2'",
EventJakartaCom,Dicabut...!!!\n\nPerjalanan darat cukup kartu vaksin &amp; hasil negatif antigen.\n\nYg kubaca begitu\xf0\x9f\x98\xac.\n\nhttps://t.co/S4aXnRn9Kr https://t.co/lredZVpMO,
barakataID,"RT @Aznlova: Lebih dari 12,000 dokter, ilmuwan, dan pakar2 menolak untuk mewajibkan vaksinasi massal bagi anak2. \n\nIni kok \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 ngebet bgt ls\xe2\x80\xa6'",
sapphicsexuaI,"@woelasy maju ak gatakut, punya mereka, udah vaksin dua kali\xf0\x9f\xa4\xa8 https://t.co/Hq192tQ7Pd'",
rikzanovita,"BPOM telah menyetujui penggunaan vaksin Sinovac, baik itu CoronaVac dan vaksin Covid-19 Bio Farma, untuk digunakan pada anak usia 6-11 tahun. Dari uji klinis yang telah dilakukan, vaksin Sinovac terbukti manjur dan aman bagi anak. \n\nSelengkapnya di https://t.co/lPAKnjYB1h https://t.co/ZA7ryXe2XJ'",
IyusHwi,"b""RT @JPenerangan: Perdana Menteri, YAB Dato' Sri Seri Ismail Sabri Yaakob pada Isnin melancarkan Pelan Hala Tuju Pembangunan Vaksin Negara (\xe2\x80\xa6""",
WaydeeStore,@anggiyu Enak ya di taiwan abis vaksin dikasi makannya kyk gitu \xf0\x9f\x98\x96',
ShantyMacika,aku ga takut sama brondong!!! aku udah vaksin kedua!!!!!!!\n https://t.co/Yq0X1n94AI',
idntimes,"@tubirfess Ya udah sih tinggal diem dan nikmati moment di mall, ga perlu koar2 gitu. Bodo amat situ mau vaksin apa nggak. Anda udah dibaik2in dan dibantu ama satpam, malah spill2 kayak gini. Yang kena malah satpamnya kan. Emang taik ni orang.'",
iyngspan,RT @KAI121: @tjondrokirono @CNNIndonesia Selamat malam Kak. Hingga saat ini calon penumpang KA Lokal/Komuter/Aglomerasi tidak perlu melampi\xe2\x80\xa6',
WaydeeStore,"RT @nnshii_: Vaksin katanya haram, adakah menipu juga haram?\n\n#mrhamz #jrn500 #journabies #jrnshahalam'",
deviiiayu96,"Kalo Oknum pasti setuju aja daripada dicopot jabatan, izin praktek dan uang bisa bertambah, mereka tdk melihat resiko bagi anak bila habis divaksin.\n\nVaksin Sinovac Bisa Buat Anak 6-11 Tahun, Kapan Disuntikkan? https://t.co/uUflZP0OrL'",
andri000me_40,"Gue baru vaksin pertama, sekarang lagi pusing banget.l https://t.co/gNIJr2Hq4d'",
andri000me_40,@nujopuil @TedHilbert Kasus US data yg diambil snapshot 1 hari. Padahal jika dr data lengkap jelas sebelum vaksin lebih tinggi. \nKnp US kasus relatif tinggi? US saat ini belum mencapai 60% full vaccine. Disisi lain pelonggaran masif thd prokes dilakukan di May 21 saat vaksin baru kisaran 40% (2/3) https://t.co/Lb5Fg3YEuC',
sicatw,@literarybase wish u all the best sender\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\nsemoga kamu sekeluarga sehat sehat yaa \xe2\x9d\xa4\xef\xb8\x8f jangan lupa vaksin dan jaga kesehatan hehe\naku mau buku selena+ceroz batozar Tere Liye \ndom Bekasi\nsemoga masih bisa ikut ini\xf0\x9f\x98\xad https://t.co/OM6DTPQzE,
KikiWulandari22,RT @Marchfoward: Malaysia hari ini memulakan langkah pertama dalam menghasilkan vaksin buatan sendiri apabila Pelan Hala Tuju Pembangunan V\xe2\x80\xa6',
merawatternak,Babeh udh ngebet nyuruh w pulang nnti setelah vaksin...',
GustiOscar8,"Ayo masyarakat Kota Padang...\n\nBagi Masyarakat Kota Padang yang ingin sehat, mari kunjungi Program Vaksin Polresta Padang yaitu :\n\n1. SUMDARSIN (Sumbar Sadar Vaksin ) Yang di laksanakan RABU tanggal 3 November 2021\n\n2. Di Seluruh Puskesmas Dan Kantor Lurah Se-Kota Padang https://t.co/tXELQUN3xQ'",
asdflkjhgasdf,"Apakah efek vaksin ? Penciuman sama pengecap jadi makin tajam ,apalagi kalau makanan itu kayak ada telor/penyedap rasa kecium pisan dan bukan nafsu makan malah mual karena baunya . Semoga aja vaksin kedua dapet jurus baru kayak kecepatan daya kerja otak meningkat deh \xf0\x9f\x99\x8f'",
thomsonjogja,Kok habis vaksin tangaku masih sakit yee',
hariansederhana,"@tubirfess Jiah ini tu kayak driver taxol seminggu lalu, masnya itu bilang kalo gamau vaksin dsb terus bisa masuk mall dg alasan mau beli susu buat anaknya. Pdhl itu cuma alesan doang, mana ceritanya santai bgtt hihhh\xf0\x9f\x98\xa",
erfi_fatmawati,RT @MawarSolitaire: @Anitatisuryani @SMujsin @irwank2k2 @mna_______ tetangga q abis di vaksin pfizer vaksin\nke dua tangan nya bengkak ampe\xe2\x80\xa6',
JadiSemakinTau,RT @Mat_Erk: @hmetromy Vaksin ujikaji kobid x function ker atau hint utk semua kena dose ke-3?',
HwiShinta,"b""Kemenkes Mengumumkan Pemberian 26.491 Dosis Vaksin 'Covid-19' dalam 24 Jam Terakhir, Hingga Total Per Hari Ini 21.199.249 Dosis https://t.co/q3h10o87kF \n#WamNews""",
yersumi,"@wirpns abis vaksin, terus tadi sekalian ambil darah'",
PremiumStation,RT @kodikkodik: @AldoBabeh @StopPlandemit @q8een_ @cybsquad_ @S4H4B4T6 seandainya semua pekerja pelayanan seperti ini dan mengerti akan KEA\xe2\x80\xa6',
VeronikaEtty,Kakak2 kalau punya kerabat dan teman yg belum di vaksin bisa diajak datang ya. Terima kasih. \xf0\x9f\x94\xa5 https://t.co/2goqciJfAY',
iqbalfaisal_,@hmetromy Vaksin ujikaji kobid x function ker atau hint utk semua kena dose ke-3?',
daxgerous,"@iHoldKoo @BTS_twt bilangin aj, w gk tkut soalny dh vaksin 2x'",
ProfessorHerbal,"@tempodotco Naik turunnya covid tergantung rezim mau nambah uang masuk atau nggak dengan bisnis vaksin, pcr dan antigen'",
stefanihwi10,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
irfan4alfa,"Vaksin,. Kenapa kau buat tanganku jadi bengkak\xf0\x9f\x99\x82\xf0\x9f\xa4\xb8\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/8ZMURHpVC",
HwiStore,@ibearkim iya abis vaksin cat rumah gue ege',
esti_pia,"@izaldiputra Lagi ga baik2 aja tangan gue pegel rasanya, habis vaksin \xf0\x9f\x98\xad'",
dyah_ninuk,"Jan ngedrop dulu ya badan, besok pagi lu vaksin\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa'",
dwi_hwi,RT @bharianmy: #BHnasional Membabitkan implikasi kewangan sebanyak RM4.64 bilion merangkumi kos dan logistik vaksin\n\nhttps://t.co/86EbTOBJ5\xe2\x80\xa6',
madumurah,RT @SinarOnline: Ahli Parlimen terima suntikan dos penggalak vaksin Covid-19 yang disediakan KKM di Bangunan Parlimen.\nhttps://t.co/LHnVkxB\xe2\x80\xa6',
pdgcitynews,"@YuSaDe @ZOO_FESS tapi bener sih beberapa lebih takai, pernah mau vaksin anabul duluuu pas masih di Jkt, 1 meng 200an @_@ , di Batam aku cuma 170-180, itu uda bonus obat cacing'",
tamankudus,"Transisi menuju #endemi tampak mulai bergulir, dari pelonggaran aturan buka mal, restoran, hingga penerbangan lokal-internsional.\n\nSeperti dikutip dari Safe Travel Page Traveloka, aturan terbang dari/ke Pulau Jawa-Bali kini bisa antigen (2x vaksin). Padahal, sebelumnya wajib PCR.'",
HerbalUswah,ngilu bgt badan habis vaksin',
WajahCantik_,RT @bernamaradio: [Infografik] Malaysia Ke Arah Hab Pengeluar Vaksin\n\n#MenangBersama \n#LindungDiriLindungSemua https://t.co/I0kVMRe1Vh',
clxssicfn,RT @bernamadotcom: PPVN mampu kukuh usaha pengkomersialan vaksin tempatan - @DrAdhamBaba \n\nhttps://t.co/tle5BeJvfU https://t.co/jyD13aRsPa',
WajahCantik_,RT @bernamadotcom: \xf0\x9f\x93\x8c Tiga projek sedia untuk dilaksanakan melalui Pelan Hala Tuju Pembangunan Vaksin Negara\n\n\xf0\x9f\x93\x8c Institut Genom Malaysia dina\xe2\x80\xa6',
WajahCantik_,"RT @501Awani: \xe2\x80\x9cMulai hari ini, pihak sekolah akan memeriksa sijil digital vaksinasi bagi memastikan hanya guru-guru yang sudah menerima vak\xe2\x80\xa6'",
sry_wijayanti92,"RT @IsmailSabri60: Dari segi kepakaran, kerajaan juga akan menyambung kontrak pakar penyelidik vaksin di universiti awam (UA) selama lima t\xe2\x80\xa6'",
imott_hwi,"RT @IsmailSabri60: Melalui pelaksanaan PPVN dan penubuhan Malaysia Genome &amp; Vaccine Institute (MGVI), Malaysia mampu mencorak laluan dalam\xe2\x80\xa6'",
lovely_hwi_shop,"Fix! Ilmuwan Asal Inggris Sebut Bukan Vaksin Covid-19 yang Ciptakan Antibodi Paling Kuat, Melainkan Antibodi dari Hasil Infeksi. \n\nhttps://t.co/VBUfFIOFpt'",
Fakta2WOW,"RT @treasuremenfess: teume! MAJU LO SINI RUTO, SENDER UDAH VAKSIN 12619501661x \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/6TyNwIxvZ",
TomoakiAraide_,RT @IsmailSabri60: Malaysia akan mengeluarkan vaksin sendiri dan bakal menjadi hab pengeluar vaksin pada masa hadapan menerusi Pelan Hala T\xe2\x80\xa6',
OmbakBanyu2,RT @MyHEALTHKKM: Dos penggalak diberikan secara sukarela kepada penerima vaksin sinovac dan pfizer yang layak bermula 22 Oktober 2021.\n\nInd\xe2\x80\xa6',
WajahCantik_,"@Reborn21s walau berlebihan, tapi gak salah juga.\n\ndata menunjukan, secara umum vaksin covid lebih melindungi dari yg tidak vaksin.'",
frutablend_plg,"@notherians lo kan vaksin monyet, kok cat rmh\xf0\x9f\xa4\x94'",
TinggiIdaman,"RT @BernamaTV: Berdasarkan data Kementerian Kesihatan (KKM) menerusi laman COVIDNOW, sejumlah 22,872,309 atau 97.7 peratus individu pula te\xe2\x80\xa6'",
detikcom,"RT @BernamaTV: Kadar populasi dewasa di negara ini yang lengkap menerima suntikan vaksin COVID-19 meningkat kepada 22,361,734 individu seta\xe2\x80\xa6'",
ani_hwi,RT @BernamaTV: Rangka kerja Pelan Hala Tuju Pembangunan Vaksin Negara (PPVN) diyakini mampu membantu mengukuhkan keupayaan Malaysia secara\xe2\x80\xa6',
JasyaraS,"@kerangaaajaib @BatikAirINA @c_say17 Utk penerbangan besok (kamis, 4 Nop) apa tetap PCR kalau sudah vaksin 2 Kali??'",
TinggiIdaman,Karena katanya vaksin kedua pegelnya berasa banget. Mana tempat vaksinnya jauh bgt \xf0\x9f\x98\xb6',
Notusualguyukno,Efek vaksin kedua \xf0\x9f\x98\x8c\xf0\x9f\x98\x8c',
UNAL61_,@gddessartemis aku harus kuat sm brondongggggg aku udah vaksin!!!!!',
ProfessorHerbal,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
hwi_dwi,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
ani_hwi,"@CttnDmkrs cuan jelas ada karena its bisnis ada perbedaan harga dari th 2020 sampai 2021 dimana disparitas harga yang luar biasa, saran kalau udah vaksin gk perlu lagi tes pcr karena memberatkan masyarakat alias kalo mau gratis'",
risma_hwi,"RT @DewiSulistiawty: WAJIB TES PCR BAGI PENUMPANG PESAWAT!\n\nAda yg komen gini: angka kasus udah melandai, kok ada tes PCR segala. Sebelumny\xe2\x80\xa6'",
WajahCantik_,"Besok gue vaksin, doain y'",
baredeviI,RT @indoflyer: Addendum:\n\nBagi pelaku perjalanan luar negara.\n1. Bila sudah vaksin 2x dapat karantina 2x24 jam.\n2. Bila baru 1x vaksin dapa\xe2\x80\xa6',
hervianilolanlo,@amrlmustaqim @syhdxh same . lupa password . esok vaksin second dos \xf0\x9f\x98\xad',
ani_hwi,"RT @PUANcenJoss: Kalau vaksin udah bisa buat semua kalangan dan umur, gue yakin si herd immunity di Indonesia bakal tercapai. \n\nMbak #PuanM\xe2\x80\xa6'",
ChitinDepok,"RT @Alpradzalim: @tubirfess *muncul berita kasus positif meningkat\n\norang-orang yg gamau vaksin:\n\n""pemerintah ga becus""\n""wah ulah elite glo\xe2\x80\xa6'",
HerbalUswah,"RT @amirull_azhr: Buat lokum di klinik swasta, ramai penjawat awam antivaksin datang minta surat pelepasan tak boleh vaksin padahal sihat,\xe2\x80\xa6'",
kata2indonesia,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
KellyMelani1,"RT @DewiSulistiawty: WAJIB TES PCR BAGI PENUMPANG PESAWAT!\n\nAda yg komen gini: angka kasus udah melandai, kok ada tes PCR segala. Sebelumny\xe2\x80\xa6'",
AkupunkturBdg,RT @yuliastuti8721: Kamis manis gaes...\n\nGak berasa sudah berjalan lama PON XX di Papua\nSapa yang nonton disana langsung?\nAku juga pengenny\xe2\x80\xa6',
WajahCantik_,RT @SamarindaUpdate: Via @muthmazifa Yuk temen2 yg belum vaksin dosis pertama. Jenis Vaksin Sinovac.\n\nWaktu: 6 November 2021\nTempat: GOR SE\xe2\x80\xa6',
JoniSutopo,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
ani_hwi,jangankan masuk mall. masuk super indo aja kudu scan barcode. since superindo pake pedulilindungi aku yang maju mundur buat vaksin. mau gamau kudu vaksin biar bisa masuk. eh ini dengan pdnya ngomong di story. kalopun iya gapkek vaksin mnding gausa koar koar di ig story https://t.co/gMGgzf1YSg',
penampilanmu,"#semetonTANGGUH, Walau Capaian Vaksin Sudah Tinggi, Jangan Kendor, Jangan Abai, Apalagi LALAI, TETAP TAAT PROKES.\n\nCapaian Vaksin di Provinsi Bali s.d. Selasa, 02 November 2021 sbb :\n\xe2\x9c\x85 Vaksin 1 = 100,39 %.\n\xe2\x9c\x85 Vaksin 2 = 86,66 %.\n\n#salamSEHAT\n#SalamTANGGUH \n#salamKEMANUSIAAN https://t.co/UAiCutGebp'",
MailKusuma,MAJU SINI JUNGKOOK. GUA GAK TAKUT. UDAH VAKSIN KE DUA https://t.co/kDG6mDO4eq',
kabarselebes,"Besok vaksin kedua, nyetit motor sendiri. Yay or nay?'",
WajahCantik_,Ketua Perhimpunan Ahli Epidemiologi Indonesia (PAEI) Lampung Ismen Mukhtar menyambut baik izin vaksin bagi anak usia 6-11 tahun yang dikeluarkan BPOM.\n#PAEI #PAEILampung #BPOM #vaksinanak #Vaksin #vaccination #lampostco \nhttps://t.co/SvHDwR8H7H',
anteluck,"RT @TajYasinMZ: Disiplin mengisi aplikasi PCare dan SMILE, merupakan langkah wajib agar Pemprov dapat terus memantau vaksinasi di tingkat d\xe2\x80\xa6'",
VeronikaEtty,"RT @Benk299120211: TUNTUTAN RAKYAT,...!!!\n\n1, CABUT PANDEMI\n2, NO MANDATORY VAKSIN\n3, HAPUS ATURAN WAJIB MASKER DAN JAGA JARAK\n4, KEMBALI H\xe2\x80\xa6'",
ani_hwi,RT @NayoanAngelyca: SIAP DUKUNG \xe2\x9c\x8a\xe2\x9c\x8a\n- CABUT ISU PANDEMI\n- NO MANDATORY VAKSIN\n- HAPUS ATURAN WAJIB MASKER DAN JAGA JARAK\n- AUDIT DANA COVID\xe2\x80\xa6',
tamankudus,@Anasabir3 baru selesai vaksin pertama beb. heheh',
ghozzted,"@RiKyuties kurang banyak pertanyaannya, wkwk\nb aja sihh, lagi encok abis vaksin tadi, udah makan jugaa barusan, hbu?'",
AydaPati,ini besok jadi vaksin apa engga sie kok gak ada pemberitahuan:)',
WajahCantik_,Polres Pelabuhan Belawan melaksanakan vaksinasi massal. Kapolres Pelabuhan Belawan AKBP Faisal RHS S.I.K.S.H.M.H menjelaskan ada 1000 sasaran vaksinasi kepada 500 lansia dan 500 siswa. Pelaksanaan vaksin dilakukan oleh 6 tim Nakes( Urkes dan Bhayangkari). https://t.co/oOqQKtHLVW',
nia09019099,sudah vaksin DTP-HIB-IPV-HepB. Terima kasih ya Nenek Cece \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0 https://t.co/1hpqQLKbak',
voidotid,"Heran lah masa kucing di kasih makan indomie. Kadang suka kesian sama kucing2 yang dirawat ga maksimal. Kualitas makanan jelek, ga di vaksin, dibiarin penyakitan ( karena ga nyadar aka kurang perhatian). Biasanya meninggalnya kurang dari setahun. Sad \xf0\x9f\x98\xbf'",
WajahCantik_,@Lkana14 @Lkana14 Selamat malam. Penerbangan rute tersebut dapat menggunakan hasil negatif RT-PCR maksimal 3x24 jam sebelum keberangkatan dengan vaksin dosis pertama/ hasil negatif Rapid Antigen 1x24 jam sebelum keberangkatan dengan vaksin dosis kedua. Tks. - Kevin',
Tanjungnsp60,RT @kodimgrobogan: Program Vaksin Covid-19 Berbasis Keluarga\n\nBabinsa Koramil 17/Kradenan Serka Ali Sodikin monitoring dan pendampingan vak\xe2\x80\xa6',
nahdliyatinur_,Apakah isu Covid-19 gelombang ke-3 yg diperkirakan terjadi paska nataru bertujuan utk melegitimasi pemberian vaksin dosis ketiga/booster kpd masyarakat umum? Shg akan ada jenis2 vaksin baru yg masuk Indonesia &amp; otomatis pemerintah akan menganggarkan kembali utk pembelian vaksin.',
deviiiayu96,"RT @JSubaidah: Hari yang cukup bersejarah, saya melancarkan Pelan Hala Tuju Pembangunan Vaksin (PPVN) serta Institut Genom dan Vaksin Malay\xe2\x80\xa6'",
rantsidesofme,CIKARANG SELATAN - Muspika Kecamatan Cikarang Selatan terus menggeber capaian vaksinasi Covid-19 di wilayahnya dengan memaksimalkan kegiatan vaksin setiap harinya. https://t.co/I2G4HebpZ1',
lieknowz,@tozawo MAJU LW WOONA ANGST W GATAKUT W UDH VAKSIN 2X',
rantsidesofme,RT @HishamI38272204: Satu Penghargaan Kepada Para\nSaintis -Saintis Vaksin...\n\n#IsmailSabriPMKita \n#BekerjaBersamaRakyat \n#KeluargaMalaysia\xe2\x80\xa6',
woika_,"RT @Alpradzalim: @tubirfess *muncul berita kasus positif meningkat\n\norang-orang yg gamau vaksin:\n\n""pemerintah ga becus""\n""wah ulah elite glo\xe2\x80\xa6'",
ProfessorHerbal,"@awnaasell woi aku habis vaksin, bsk mending ke sekolah apa di rumah aja?'",
WajahCantik_,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
AidilJumadi,Ikatan Dokter Anak Indonesia (IDAI) meminta pemerintag agar segera mempercepat vaksinasi bagi anak-anak.\n#IDAI #IDAILampung #IkatanDokterAnak #IkatanDokterAnakLampung #vaksinanak #Vaksin #vaccination #lampostco\nhttps://t.co/Bfdk5eXGrd',
allalexnewall,"@junyiiplle wah iya cuaca begitu emg naikin mood bgt! hari ini cukup baik sih, tdi abis vaksin disuntik mamah hehe'",
IyusHwi,Program Vaksin Covid-19 Berbasis Keluarga\n\nBabinsa Koramil 17/Kradenan Serka Ali Sodikin monitoring dan pendampingan vaksinasi dosis 2 sinovac berbasis keluarga dari satuan pelayanan KB Kec. Kradenan bertempat di Puskesmas Kradenan I. https://t.co/4lmjw3VPiy',
EenHwi,Chiaseed dan lemon bisa buat detox setelah vaksin.. \n\nChia seed 100g harga 10K\nLink shppee https://t.co/tMzf7edOqi https://t.co/WNT5LM6wyq',
lalunedelune,"RT @GNFI: Carina Citra Dewi Joe, adalah seorang peneliti asal Indonesia di Jenner Institute Universitas Oxford.\n\nIa menemukan formula vaksi\xe2\x80\xa6'",
